ID,Name,Sex,Age,LastPrimary,Latitude,Longitude,Education,HHIncome,ReligiousAffil,Support24,TopIssue,RRPetition
1909,Voter 1909,M,91,NR,41.02939,-73.56432,Bachelor,100k-200k,Other,D,NR,NS
1910,Voter 1910,M,91,NR,41.02485,-73.61767,Bachelor,200k-300k,Other,D,NR,NS
1911,Voter 1911,F,34,NR,41.04706,-73.56966,Bachelor,100k-200k,None,R,Environment,Signed
1912,Voter 1912,M,37,NR,41.04342,-73.58408,Bachelor,100k-200k,Other,D,Womens,NS
1913,Voter 1913,M,37,NR,41.02308,-73.62552,Bachelor,100k-200k,Other,D,NR,NS
1914,Voter 1914,M,37,NR,41.04706,-73.56966,Bachelor,100k-200k,Other,D,Womens,Signed
1915,Voter 1915,M,39,NR,41.04213,-73.67475,Bachelor,200k-300k,Other,D,Economy,NS
1916,Voter 1916,M,41,NR,41.10162,-73.70366,Bachelor,100k-200k,Other,D,Womens,NS
1917,Voter 1917,M,41,NR,41.05329,-73.60705,Bachelor,100k-200k,Other,D,Womens,NS
1918,Voter 1918,F,41,NR,41.04471,-73.59051,Bachelor,100k-200k,Other,D,NR,NS
1919,Voter 1919,F,43,NR,41.06962,-73.59921,Bachelor,100k-200k,None,D,NR,NS
1920,Voter 1920,M,45,NR,41.03334,-73.62785,Bachelor,200k-300k,Catholic,D,NR,NS
1921,Voter 1921,F,45,D,41.03305,-73.63022,Bachelor,100k-200k,Catholic,D,NR,NS
1922,Voter 1922,F,48,NR,41.00052,-73.65863,Bachelor,100k-200k,Other,D,NR,NS
1923,Voter 1923,M,49,NR,41.03012,-73.65405,Bachelor,100k-200k,Other,D,Environment,NS
1924,Voter 1924,M,51,D,41.05733,-73.68364,Bachelor,100k-200k,Other,D,NR,NS
1925,Voter 1925,M,52,NR,41.08601,-73.70624,Bachelor,200k-300k,None,D,Economy,NS
1926,Voter 1926,F,53,NR,41.03394,-73.61047,Bachelor,100k-200k,Other,D,NR,NS
1927,Voter 1927,M,56,NR,41.02685,-73.62714,Bachelor,100k-200k,Other,D,Womens,NS
1928,Voter 1928,M,57,NR,41.12181,-73.67011,Bachelor,100k-200k,Other,D,NR,NS
1929,Voter 1929,M,57,D,41.04409,-73.58541,Bachelor,100k-200k,Other,D,NR,NS
1930,Voter 1930,F,58,NR,41.03494,-73.66348,Bachelor,200k-300k,None,D,NR,NS
1931,Voter 1931,F,58,NR,41.03384,-73.62682,HS,100k-200k,Other,D,NR,NS
1932,Voter 1932,F,59,NR,41.06716,-73.60662,Bachelor,100k-200k,Catholic,D,Education,NS
1933,Voter 1933,M,60,NR,41.13875,-73.63601,Bachelor,100k-200k,Other,D,NR,NS
1934,Voter 1934,F,60,NR,41.02958,-73.56571,Bachelor,100k-200k,Other,D,Economy,NS
1935,Voter 1935,M,64,NR,41.04884,-73.65346,Bachelor,200k-300k,Other,D,Womens,NS
1936,Voter 1936,F,66,D,41.02087,-73.61587,Bachelor,100k-200k,Other,D,NR,NS
1937,Voter 1937,M,66,R,41.04075,-73.63842,NR,100k-200k,None,D,Economy,Signed
1938,Voter 1938,M,67,NR,41.04489,-73.60072,Bachelor,100k-200k,None,D,Womens,NS
1939,Voter 1939,F,67,NR,41.03161,-73.62015,Bachelor,100k-200k,Other,D,NR,NR
1940,Voter 1940,M,67,D,41.04585,-73.62632,Bachelor,200k-300k,Other,D,NR,NS
1941,Voter 1941,F,68,NR,41.02229,-73.66034,NR,100k-200k,Other,R,NR,NS
1942,Voter 1942,F,69,NR,41.02558,-73.61741,Bachelor,100k-200k,None,D,NR,NS
1943,Voter 1943,F,71,NR,41.02766,-73.63513,Bachelor,100k-200k,Other,R,NR,NS
1944,Voter 1944,F,73,NR,41.04805,-73.56712,Bachelor,100k-200k,Catholic,D,NR,NS
1945,Voter 1945,F,74,NR,41.02664,-73.62257,Bachelor,200k-300k,Other,D,NR,NS
1946,Voter 1946,F,74,D,41.02661,-73.58217,Bachelor,100k-200k,Other,D,NR,NS
1947,Voter 1947,F,75,R,41.03664,-73.56685,Bachelor,100k-200k,Other,D,NR,NS
1948,Voter 1948,M,77,NR,41.03489,-73.66831,Bachelor,100k-200k,Other,D,Democracy,NS
1949,Voter 1949,F,79,NR,41.04932,-73.58098,NR,100k-200k,Other,D,NR,NS
1950,Voter 1950,F,80,NR,41.02939,-73.62433,Bachelor,200k-300k,Other,D,Womens,Signed
1951,Voter 1951,M,81,NR,41.04444,-73.60235,Bachelor,100k-200k,Other,D,Crime,NS
1952,Voter 1952,F,82,D,41.04001,-73.57217,Bachelor,100k-200k,Other,D,NR,NS
1953,Voter 1953,M,88,R,41.04679,-73.61157,Bachelor,100k-200k,Other,D,Crime,NS
1954,Voter 1954,M,89,D,41.02661,-73.58218,Bachelor,100k-200k,Other,D,NR,NS
1955,Voter 1955,M,34,NR,41.03532,-73.56373,Some College,200k-300k,Other,D,Democracy,NS
1956,Voter 1956,M,38,NR,41.03605,-73.61264,Bachelor,100k-200k,NR,D,Womens,NS
1957,Voter 1957,M,39,D,41.03471,-73.62754,Bachelor,100k-200k,None,D,NR,NS
1958,Voter 1958,M,41,NR,41.04401,-73.60351,Bachelor,100k-200k,Catholic,D,NR,NR
1959,Voter 1959,F,41,D,41.04495,-73.60296,Some College,100k-200k,NR,D,NR,NS
1960,Voter 1960,M,42,NR,41.06202,-73.61314,Bachelor,200k-300k,Other,D,Democracy,NS
1961,Voter 1961,F,43,NR,41.01662,-73.63892,NR,100k-200k,Other,R,NR,NS
1962,Voter 1962,F,43,NR,41.08762,-73.65012,Bachelor,100k-200k,Catholic,D,NR,Signed
1963,Voter 1963,F,43,NR,41.03604,-73.63389,Bachelor,100k-200k,Other,D,NR,Signed
1964,Voter 1964,M,44,NR,41.04429,-73.66533,Bachelor,100k-200k,Catholic,D,NR,NS
1965,Voter 1965,M,44,NR,41.05106,-73.58842,Bachelor,200k-300k,Other,D,Environment,NS
1966,Voter 1966,F,46,NR,41.02671,-73.62256,Some College,100k-200k,Other,D,NR,NS
1967,Voter 1967,F,48,NR,41.10587,-73.62098,Bachelor,100k-200k,Other,D,NR,Signed
1968,Voter 1968,F,49,NR,41.03675,-73.65341,Bachelor,100k-200k,NR,D,NR,NS
1969,Voter 1969,M,51,NR,41.05317,-73.57314,Some College,100k-200k,Other,D,Womens,NS
1970,Voter 1970,F,51,NR,41.03289,-73.62831,Bachelor,200k-300k,Other,D,NR,NS
1971,Voter 1971,M,57,NR,41.01177,-73.63531,Bachelor,100k-200k,Other,D,Democracy,NS
1972,Voter 1972,M,59,NR,41.03388,-73.62078,Some College,100k-200k,Other,D,NR,NS
1973,Voter 1973,F,60,NR,41.04073,-73.57228,Bachelor,100k-200k,NR,D,NR,NS
1974,Voter 1974,F,61,D,41.03064,-73.56072,Some College,100k-200k,None,D,NR,NS
1975,Voter 1975,M,62,NR,41.05645,-73.57266,Bachelor,200k-300k,Other,D,NR,NS
1976,Voter 1976,F,62,NR,41.00811,-73.63943,Bachelor,100k-200k,Other,D,NR,NS
1977,Voter 1977,M,62,D,41.01185,-73.63485,Bachelor,100k-200k,Other,D,NR,NS
1978,Voter 1978,M,63,NR,41.08492,-73.64666,Bachelor,100k-200k,Other,D,Economy,NS
1979,Voter 1979,M,64,D,41.04218,-73.59328,Bachelor,100k-200k,None,D,NR,NS
1980,Voter 1980,M,64,NR,41.09406,-73.64599,HS,200k-300k,Other,R,Economy,NS
1981,Voter 1981,F,65,D,41.03785,-73.60124,Bachelor,100k-200k,Other,D,NR,NS
1982,Voter 1982,M,66,D,41.04644,-73.58254,Bachelor,100k-200k,Other,D,NR,NS
1983,Voter 1983,M,69,D,41.06364,-73.58807,Bachelor,100k-200k,Other,D,NR,NS
1984,Voter 1984,F,70,NR,41.06154,-73.62755,Some College,100k-200k,Other,D,NR,NS
1985,Voter 1985,F,73,NR,41.03384,-73.62134,Bachelor,200k-300k,NR,D,NR,NS
1986,Voter 1986,F,76,NR,41.04706,-73.56966,Masters,100k-200k,Catholic,D,Education,NS
1987,Voter 1987,F,91,NR,41.04992,-73.59053,HS,100k-200k,Other,D,NR,NR
1988,Voter 1988,F,95,NR,41.00321,-73.65639,Some College,100k-200k,Other,D,NR,NR
1989,Voter 1989,F,99,NR,41.03943,-73.56488,Bachelor,100k-200k,None,R,NR,NS
1990,Voter 1990,M,100,NR,41.03812,-73.57428,Bachelor,200k-300k,Other,D,Womens,NS
1991,Voter 1991,F,32,NR,41.04049,-73.56994,HS,100k-200k,Other,D,NR,Signed
1992,Voter 1992,M,34,NR,41.03291,-73.61333,Some College,100k-200k,Other,D,Economy,NS
1993,Voter 1993,M,35,NR,41.02133,-73.63905,Some College,100k-200k,Other,D,Democracy,NS
1994,Voter 1994,F,36,NR,41.06715,-73.45137,NR,100k-200k,None,R,Crime,NS
1995,Voter 1995,F,39,NR,41.02536,-73.66271,HS,200k-300k,Protestant,D,NR,NS
1996,Voter 1996,M,39,D,41.02872,-73.66584,Bachelor,100k-200k,Protestant,D,NR,NS
1997,Voter 1997,M,40,NR,41.03216,-73.61723,HS,100k-200k,Other,D,Womens,NS
1998,Voter 1998,F,41,D,41.03724,-73.56464,Bachelor,100k-200k,Other,D,NR,NS
1999,Voter 1999,F,45,NR,41.02742,-73.62041,Bachelor,100k-200k,Other,R,Economy,NS
2000,Voter 2000,M,47,D,41.01464,-73.61213,HS,200k-300k,Other,D,NR,NS
2001,Voter 2001,M,47,NR,41.03656,-73.63393,Some College,100k-200k,Other,D,Womens,Signed
2002,Voter 2002,M,47,NR,41.03597,-73.66305,Bachelor,100k-200k,Other,D,Education,Signed
2003,Voter 2003,F,49,NR,41.02528,-73.55946,HS,100k-200k,Other,D,NR,NS
2004,Voter 2004,M,49,D,41.02203,-73.63657,Some College,100k-200k,Other,D,Environment,Signed
2005,Voter 2005,M,50,NR,41.04805,-73.56712,HS,200k-300k,Other,D,Womens,NS
2006,Voter 2006,F,51,NR,41.02766,-73.57788,HS,100k-200k,Other,D,NR,NS
2007,Voter 2007,M,53,NR,41.03532,-73.56373,HS,100k-200k,Catholic,D,NR,NS
2008,Voter 2008,F,55,NR,41.08871,-73.60402,HS,100k-200k,Other,D,NR,NS
2009,Voter 2009,F,56,D,41.01794,-73.65769,Some College,100k-200k,None,D,NR,NS
2010,Voter 2010,F,56,NR,41.04426,-73.67762,HS,200k-300k,Other,R,Environment,NS
2011,Voter 2011,M,57,NR,41.02858,-73.65544,Masters,100k-200k,Other,D,Womens,NS
2012,Voter 2012,M,57,D,41.04077,-73.63089,Some College,100k-200k,Other,D,NR,NS
2013,Voter 2013,F,58,D,41.09611,-73.69168,HS,100k-200k,None,R,Economy,NS
2014,Voter 2014,F,58,NR,41.01909,-73.60646,HS,100k-200k,Other,D,NR,NS
2015,Voter 2015,M,58,NR,41.02762,-73.62022,Some College,200k-300k,Other,D,Womens,NS
2016,Voter 2016,F,59,D,41.07652,-73.59472,NR,100k-200k,Other,D,NR,NS
2017,Voter 2017,M,60,NR,41.03619,-73.62519,Masters,100k-200k,NR,D,Womens,NS
2018,Voter 2018,M,61,NR,41.00169,-73.65232,Some College,100k-200k,Catholic,D,Environment,NS
2019,Voter 2019,M,61,D,41.03714,-73.57942,Some College,100k-200k,Other,D,NR,NS
2020,Voter 2020,F,62,NR,41.07346,-73.63536,HS,200k-300k,Other,D,NR,NS
2021,Voter 2021,M,62,D,41.03489,-73.60635,Some College,100k-200k,Other,R,Economy,NS
2022,Voter 2022,M,64,D,41.05042,-73.56908,HS,100k-200k,Other,D,NR,NS
2023,Voter 2023,F,68,NR,41.03742,-73.57739,Some College,100k-200k,Catholic,D,NR,NS
2024,Voter 2024,F,71,D,41.04216,-73.59658,Some College,100k-200k,Other,D,NR,NS
2025,Voter 2025,M,75,NR,41.05093,-73.58713,Some College,200k-300k,Other,D,Womens,NS
2026,Voter 2026,M,76,D,41.03104,-73.62022,NR,100k-200k,Other,D,NR,NS
2027,Voter 2027,M,78,NR,41.01337,-73.63482,Some College,100k-200k,NR,D,Womens,NS
2028,Voter 2028,M,78,NR,41.04871,-73.57701,HS,100k-200k,Other,R,Economy,NS
2029,Voter 2029,F,87,NR,41.03315,-73.64809,HS,100k-200k,Other,D,NR,NS
2030,Voter 2030,F,93,NR,41.04772,-73.59579,Some College,200k-300k,Other,D,NR,NS
2031,Voter 2031,F,32,NR,41.01567,-73.63099,HS,100k-200k,Other,D,NR,NS
2032,Voter 2032,M,32,NR,41.06767,-73.67995,Some College,100k-200k,Other,D,Womens,NS
2033,Voter 2033,F,32,NR,41.01075,-73.65501,HS,100k-200k,Other,D,NR,NS
2034,Voter 2034,M,33,NR,41.03028,-73.65373,Bachelor,100k-200k,None,D,Womens,NS
2035,Voter 2035,M,34,NR,41.04075,-73.67179,HS,200k-300k,Catholic,D,NR,NS
2036,Voter 2036,M,35,NR,41.02693,-73.62614,HS,100k-200k,Other,D,Womens,NS
2037,Voter 2037,F,36,NR,41.07987,-73.60795,Bachelor,100k-200k,None,D,NR,NS
2038,Voter 2038,F,36,NR,41.03617,-73.57983,HS,100k-200k,Other,D,NR,NS
2039,Voter 2039,F,43,D,41.07623,-73.65881,Some College,100k-200k,Other,D,NR,Signed
2040,Voter 2040,F,43,NR,41.08674,-73.63186,HS,200k-300k,Other,R,Parents,NS
2041,Voter 2041,F,44,D,41.03196,-73.62605,Doctorate,100k-200k,None,D,NR,NS
2042,Voter 2042,F,46,NR,41.04744,-73.66343,NR,100k-200k,None,D,NR,Signed
2043,Voter 2043,F,47,D,41.02278,-73.58272,HS,100k-200k,Other,D,NR,NS
2044,Voter 2044,M,50,NR,41.04368,-73.59488,Bachelor,100k-200k,None,D,Womens,NS
2045,Voter 2045,M,52,NR,41.10515,-73.67393,HS,200k-300k,Other,D,Womens,NS
2046,Voter 2046,F,54,NR,41.02152,-73.60972,Some College,100k-200k,None,D,NR,NS
2047,Voter 2047,F,54,D,41.04953,-73.66913,Masters,100k-200k,Other,D,NR,NS
2048,Voter 2048,M,54,D,41.02329,-73.61959,Bachelor,100k-200k,Other,D,NR,NS
2049,Voter 2049,M,55,NR,40.99475,-73.65629,Doctorate,100k-200k,Other,D,Womens,NS
2050,Voter 2050,M,57,NR,41.02742,-73.62041,Some College,200k-300k,Other,D,Womens,NS
2051,Voter 2051,F,58,NR,41.02657,-73.60257,NR,100k-200k,Other,D,NR,NS
2052,Voter 2052,M,58,D,41.04706,-73.56966,HS,100k-200k,Other,D,NR,NS
2053,Voter 2053,F,58,NR,41.08106,-73.63611,Some College,100k-200k,Other,D,NR,NS
2054,Voter 2054,F,60,D,41.01886,-73.56866,Doctorate,100k-200k,Other,D,NR,NS
2055,Voter 2055,F,61,D,41.02082,-73.55822,Bachelor,200k-300k,Other,D,NR,NS
2056,Voter 2056,F,62,NR,41.06017,-73.63057,Some College,100k-200k,Other,D,NR,NS
2057,Voter 2057,M,62,NR,41.03091,-73.62024,Some College,100k-200k,Other,D,Womens,NS
2058,Voter 2058,M,64,NR,41.01436,-73.56425,NR,100k-200k,Other,D,Womens,NS
2059,Voter 2059,F,65,D,41.02472,-73.56436,Doctorate,100k-200k,Other,D,NR,NS
2060,Voter 2060,M,68,NR,41.04218,-73.59328,Some College,200k-300k,Other,D,Womens,NS
2061,Voter 2061,M,69,D,41.03872,-73.60336,HS,100k-200k,None,D,NR,NS
2062,Voter 2062,F,69,NR,41.11749,-73.65642,Some College,100k-200k,Other,D,Education,NS
2063,Voter 2063,F,72,D,41.01291,-73.62212,Bachelor,100k-200k,Other,D,NR,NS
2064,Voter 2064,M,74,D,41.02612,-73.59062,Some College,100k-200k,Other,D,NR,NS
2065,Voter 2065,F,77,NR,41.04321,-73.56752,Some College,200k-300k,Catholic,R,Environment,NS
2066,Voter 2066,F,80,NR,41.01856,-73.58445,HS,100k-200k,Other,D,NR,NS
2067,Voter 2067,F,91,NR,41.03203,-73.66978,HS,100k-200k,Other,D,NR,NR
2068,Voter 2068,F,92,NR,41.04969,-73.56788,Some College,100k-200k,Other,D,NR,NS
2069,Voter 2069,M,98,NR,41.02683,-73.62729,HS,100k-200k,Other,D,Environment,NS
2070,Voter 2070,F,104,NR,41.10689,-73.60816,HS,200k-300k,Other,D,NR,NS
2071,Voter 2071,F,32,NR,41.03984,-73.67124,Masters,100k-200k,Other,D,Womens,Signed
2072,Voter 2072,F,33,NR,41.07353,-73.63541,Masters,100k-200k,Other,D,NR,NS
2073,Voter 2073,F,34,D,41.01516,-73.56506,Masters,100k-200k,Other,D,NR,Signed
2074,Voter 2074,M,35,NR,41.02477,-73.63584,Masters,100k-200k,Other,D,Womens,Signed
2075,Voter 2075,F,36,NR,41.02558,-73.65499,Masters,200k-300k,Catholic,D,NR,NS
2076,Voter 2076,F,36,NR,41.05418,-73.58274,Masters,100k-200k,Other,D,NR,NS
2077,Voter 2077,M,37,NR,41.03975,-73.56478,Masters,100k-200k,Other,D,Womens,NS
2078,Voter 2078,F,38,NR,41.03643,-73.66984,Masters,100k-200k,Other,D,NR,Signed
2079,Voter 2079,M,41,NR,41.03566,-73.63375,Masters,100k-200k,None,D,NR,NS
2080,Voter 2080,M,41,NR,41.03672,-73.61841,Masters,200k-300k,Other,D,Womens,NS
2081,Voter 2081,M,44,D,41.06807,-73.57781,Masters,100k-200k,Other,D,NR,NS
2082,Voter 2082,M,46,NR,41.00937,-73.65121,Masters,100k-200k,Other,D,Environment,NS
2083,Voter 2083,M,46,NR,41.02736,-73.58729,Masters,100k-200k,Other,D,Womens,NS
2084,Voter 2084,M,47,NR,41.10103,-73.62197,Masters,100k-200k,Other,D,Womens,NS
2085,Voter 2085,F,49,NR,41.11981,-73.62318,Masters,200k-300k,Other,D,Economy,NS
2086,Voter 2086,F,49,NR,41.03369,-73.60051,Masters,100k-200k,Other,D,NR,NS
2087,Voter 2087,M,50,D,41.08662,-73.63662,Masters,100k-200k,None,D,NR,NS
2088,Voter 2088,F,50,NR,41.13994,-73.63762,Masters,100k-200k,Other,D,NR,NS
2089,Voter 2089,F,54,NR,41.02888,-73.62633,Masters,100k-200k,Other,D,NR,NS
2090,Voter 2090,M,58,NR,41.03656,-73.56669,HS,200k-300k,Other,D,Womens,NS
2091,Voter 2091,F,59,D,41.03523,-73.66956,Masters,100k-200k,Other,D,NR,NS
2092,Voter 2092,F,60,D,41.03195,-73.59039,Masters,100k-200k,Catholic,D,Education,NS
2093,Voter 2093,F,60,NR,41.10194,-73.70349,Masters,100k-200k,Other,D,NR,NS
2094,Voter 2094,F,61,NR,41.04864,-73.60393,Masters,100k-200k,None,R,Economy,NS
2095,Voter 2095,F,62,D,41.04321,-73.56752,Masters,200k-300k,Other,D,NR,NS
2096,Voter 2096,M,65,NR,41.02683,-73.62729,Masters,100k-200k,None,D,Womens,NS
2097,Voter 2097,F,67,D,41.04258,-73.59593,Masters,100k-200k,Other,D,NR,NS
2098,Voter 2098,F,67,D,41.09118,-73.63155,Masters,100k-200k,Other,D,NR,Signed
2099,Voter 2099,M,68,NR,41.04206,-73.60431,HS,100k-200k,Other,D,Womens,NS
2100,Voter 2100,M,70,NR,41.00587,-73.64973,Masters,200k-300k,None,D,Womens,NS
2101,Voter 2101,F,75,D,41.03053,-73.57441,Masters,100k-200k,Other,D,NR,NS
2102,Voter 2102,F,77,NR,41.03394,-73.67174,Masters,100k-200k,None,R,NR,NS
2103,Voter 2103,M,80,NR,41.01827,-73.56203,Masters,100k-200k,None,D,NR,NS
2104,Voter 2104,F,82,R,41.04342,-73.62528,Masters,100k-200k,Other,D,NR,NS
2105,Voter 2105,M,86,NR,41.02316,-73.61965,Masters,200k-300k,None,D,Crime,NS
2106,Voter 2106,F,87,NR,41.02272,-73.63132,Masters,100k-200k,Other,D,NR,NS
2107,Voter 2107,F,88,NR,41.07316,-73.61897,Masters,100k-200k,Other,D,NR,NS
2108,Voter 2108,F,88,NR,41.03956,-73.60101,Masters,100k-200k,Other,D,NR,NS
2109,Voter 2109,F,91,NR,41.02864,-73.60693,HS,100k-200k,Other,D,NR,NS
2110,Voter 2110,F,103,NR,41.03191,-73.59766,Masters,200k-300k,Other,D,Environment,NS
2111,Voter 2111,M,33,NR,41.02786,-73.66728,Masters,100k-200k,None,D,NR,NS
2112,Voter 2112,F,35,NR,41.03376,-73.61663,Masters,100k-200k,Protestant,D,RFree,NS
2113,Voter 2113,F,36,NR,41.02339,-73.63002,Masters,100k-200k,None,R,NR,NS
2114,Voter 2114,M,36,NR,41.04277,-73.59846,Masters,100k-200k,Other,D,Womens,NS
2115,Voter 2115,F,37,NR,41.02719,-73.57007,Masters,200k-300k,Other,D,NR,NS
2116,Voter 2116,M,38,NR,41.04409,-73.62356,Masters,100k-200k,Other,D,Womens,NS
2117,Voter 2117,M,40,NR,41.08047,-73.65486,Masters,100k-200k,Other,D,Economy,NS
2118,Voter 2118,F,41,NR,41.02217,-73.65673,Masters,100k-200k,Other,D,NR,NS
2119,Voter 2119,F,48,NR,41.10002,-73.63957,Masters,100k-200k,Other,D,NR,NS
2120,Voter 2120,F,49,NR,41.04493,-73.66794,Masters,200k-300k,Other,D,NR,NS
2121,Voter 2121,M,49,NR,41.04474,-73.57107,Masters,100k-200k,Other,D,Womens,NS
2122,Voter 2122,M,50,NR,41.02401,-73.57946,Masters,100k-200k,Other,D,NR,NS
2123,Voter 2123,M,51,NR,41.01887,-73.64241,HS,100k-200k,Other,D,Parents,NS
2124,Voter 2124,M,52,NR,41.00999,-73.65387,Masters,100k-200k,Other,D,Womens,NS
2125,Voter 2125,F,52,NR,41.08193,-73.66365,Masters,200k-300k,Other,R,NR,NS
2126,Voter 2126,F,53,NR,41.14013,-73.63913,Masters,100k-200k,Other,D,NR,NS
2127,Voter 2127,M,55,NR,41.04911,-73.67813,HS,100k-200k,Other,D,Womens,NS
2128,Voter 2128,M,55,NR,41.05019,-73.57075,Masters,100k-200k,Other,D,Womens,Signed
2129,Voter 2129,F,56,NR,41.02365,-73.61677,HS,100k-200k,Other,D,NR,NS
2130,Voter 2130,F,57,NR,41.03741,-73.63113,Masters,200k-300k,None,R,NR,NS
2131,Voter 2131,F,57,NR,41.02575,-73.61685,Masters,100k-200k,Other,D,NR,NS
2132,Voter 2132,M,58,NR,41.05126,-73.59006,Masters,100k-200k,None,D,NR,NS
2133,Voter 2133,M,59,NR,41.03326,-73.66816,Masters,100k-200k,None,D,Economy,NS
2134,Voter 2134,F,59,D,41.00901,-73.65184,Masters,100k-200k,Other,D,NR,NS
2135,Voter 2135,M,59,NR,41.09171,-73.65385,Masters,200k-300k,Protestant,D,RFree,NS
2136,Voter 2136,F,60,NR,41.02766,-73.57095,Masters,100k-200k,Catholic,D,Education,NS
2137,Voter 2137,M,61,D,41.02858,-73.56134,Masters,100k-200k,Other,D,NR,NS
2138,Voter 2138,M,65,NR,41.11034,-73.66667,Masters,100k-200k,Other,D,Womens,NS
2139,Voter 2139,M,65,NR,41.03489,-73.66831,HS,100k-200k,Other,D,Womens,NS
2140,Voter 2140,M,65,NR,41.04706,-73.56966,Masters,200k-300k,Protestant,R,RFree,NR
2141,Voter 2141,M,66,NR,41.07348,-73.67827,Masters,100k-200k,Other,D,Womens,NS
2142,Voter 2142,M,68,NR,41.01472,-73.65688,Masters,100k-200k,Other,D,Womens,NS
2143,Voter 2143,F,68,D,41.02919,-73.63595,Masters,100k-200k,Other,D,NR,NS
2144,Voter 2144,M,69,NR,41.04577,-73.59277,Masters,100k-200k,Other,D,Womens,NS
2145,Voter 2145,M,71,NR,41.05093,-73.56813,Masters,200k-300k,Other,R,NR,NS
2146,Voter 2146,F,71,NR,41.13896,-73.63607,Masters,100k-200k,Other,D,NR,NS
2147,Voter 2147,F,73,NR,41.09303,-73.60042,Masters,100k-200k,Protestant,D,NR,NS
2148,Voter 2148,F,74,NR,41.03329,-73.60573,Masters,100k-200k,None,D,NR,NS
2149,Voter 2149,M,76,NR,41.01719,-73.62311,Masters,100k-200k,Other,D,Environment,NS
2150,Voter 2150,M,78,NR,41.03693,-73.63149,Masters,200k-300k,Other,D,Womens,NS
2151,Voter 2151,F,79,NR,41.02383,-73.56369,Masters,100k-200k,Other,R,NR,NS
2152,Voter 2152,M,83,D,41.08113,-73.66163,Masters,100k-200k,Protestant,R,NR,NR
2153,Voter 2153,F,90,NR,41.02598,-73.63782,HS,100k-200k,Other,D,Crime,NS
2154,Voter 2154,M,96,NR,41.04532,-73.63834,Masters,100k-200k,Other,D,Crime,NS
2155,Voter 2155,F,33,NR,41.09381,-73.64306,Masters,200k-300k,Catholic,D,Environment,NS
2156,Voter 2156,M,35,NR,41.03698,-73.61722,HS,100k-200k,Other,D,Womens,NS
2157,Voter 2157,F,38,NR,41.01942,-73.65132,Masters,100k-200k,Other,D,NR,NS
2158,Voter 2158,M,39,NR,41.03656,-73.63122,Masters,100k-200k,None,D,Environment,NS
2159,Voter 2159,F,39,NR,41.04244,-73.59563,Masters,100k-200k,Other,D,NR,NS
2160,Voter 2160,M,41,NR,41.06002,-73.65388,Masters,200k-300k,Catholic,D,NR,NS
2161,Voter 2161,M,41,NR,41.06131,-73.63092,Masters,100k-200k,Other,D,Womens,NS
2162,Voter 2162,M,41,NR,41.00758,-73.65495,Masters,100k-200k,Other,D,Economy,NS
2163,Voter 2163,M,44,NR,41.02728,-73.59263,Masters,100k-200k,Other,D,Democracy,NS
2164,Voter 2164,F,48,NR,41.04781,-73.57959,Masters,100k-200k,Other,D,NR,NS
2165,Voter 2165,M,52,D,41.03535,-73.61492,Masters,200k-300k,None,D,Education,Signed
2166,Voter 2166,F,54,NR,41.02758,-73.65211,Masters,100k-200k,Other,D,NR,NS
2167,Voter 2167,M,55,NR,41.05351,-73.58646,Masters,100k-200k,Other,D,Womens,NS
2168,Voter 2168,F,56,D,41.03546,-73.66203,Masters,100k-200k,Other,D,NR,NS
2169,Voter 2169,M,58,NR,41.02473,-73.56773,Masters,100k-200k,None,D,Womens,Signed
2170,Voter 2170,F,59,NR,41.05015,-73.58076,Masters,200k-300k,Other,D,NR,NS
2171,Voter 2171,F,59,D,41.03427,-73.62301,Masters,100k-200k,Other,D,Education,Signed
2172,Voter 2172,F,63,D,41.04706,-73.56966,Masters,100k-200k,Other,D,NR,NS
2173,Voter 2173,F,64,D,41.05562,-73.58616,Masters,100k-200k,Other,R,NR,NS
2174,Voter 2174,F,65,NR,41.00739,-73.63977,HS,100k-200k,Other,D,NR,NS
2175,Voter 2175,M,69,NR,41.04953,-73.66913,Masters,200k-300k,Other,D,Womens,NS
2176,Voter 2176,F,69,D,41.03823,-73.60268,Masters,100k-200k,Other,D,Environment,NS
2177,Voter 2177,F,71,NR,41.03529,-73.60221,Masters,100k-200k,Other,D,NR,NS
2178,Voter 2178,M,72,NR,41.06654,-73.61452,Masters,100k-200k,Other,D,Womens,NS
2179,Voter 2179,M,81,NR,41.03289,-73.62831,Masters,100k-200k,Other,D,Crime,NS
2180,Voter 2180,F,85,D,41.00125,-73.64703,Masters,200k-300k,Other,D,NR,NS
2181,Voter 2181,F,89,D,41.03346,-73.58265,Masters,100k-200k,Other,D,NR,NS
2182,Voter 2182,F,90,NR,41.06166,-73.61037,Masters,100k-200k,Other,D,NR,NS
2183,Voter 2183,M,31,NR,41.08221,-73.62922,Masters,100k-200k,Other,D,Womens,NS
2184,Voter 2184,M,32,NR,41.11295,-73.69846,Masters,100k-200k,Other,D,Womens,NS
2185,Voter 2185,M,33,NR,41.03044,-73.60105,Masters,200k-300k,Catholic,D,Economy,NS
2186,Voter 2186,F,35,NR,41.01571,-73.65709,Masters,100k-200k,None,D,Environment,NS
2187,Voter 2187,M,35,NR,41.11786,-73.61872,Masters,100k-200k,Other,D,Womens,NS
2188,Voter 2188,F,38,NR,41.02693,-73.62614,Masters,100k-200k,Other,D,NR,NS
